"year","zone","dataCollectionTime","group","measure","value"
"2002","S01002237","6 To 8 Week Review","Breastfed","Ratio",50
"2009","S01002237","6 To 8 Week Review","Breastfed","Ratio","33.3"
"2001","S01002237","6 To 8 Week Review","Breastfed","Ratio","53.8"
"2007","S01002237","6 To 8 Week Review","Breastfed","Ratio","64.3"
"2004","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio",10
"2005","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio","14.3"
"2006","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio","44.4"
"2007","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio","42.9"
"2008","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2009","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2010","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio",40
"2011","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio",30
"2012","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio","36.4"
"2013","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio","20.8"
"2003","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio","31.3"
"2002","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2001","S01002237","6 To 8 Week Review","Exclusively Breastfed","Ratio","46.2"
"2004","S01002237","First Visit","Breastfed","Ratio",50
"2001","S01002237","First Visit","Exclusively Breastfed","Ratio",75
"2004","S01002237","First Visit","Exclusively Breastfed","Ratio",40
"2005","S01002237","First Visit","Exclusively Breastfed","Ratio","14.3"
"2007","S01002237","First Visit","Breastfed","Ratio","64.3"
"2011","S01002237","First Visit","Breastfed","Ratio",70
"2012","S01002237","First Visit","Breastfed","Ratio","65.2"
"2008","S01002237","First Visit","Breastfed","Ratio",80
"2002","S01002237","First Visit","Exclusively Breastfed","Ratio","41.7"
"2006","S01002237","First Visit","Exclusively Breastfed","Ratio",40
"2013","S01002237","First Visit","Breastfed","Ratio","69.6"
"2006","S01002237","First Visit","Breastfed","Ratio",60
"2011","S01002237","First Visit","Exclusively Breastfed","Ratio",50
"2012","S01002237","First Visit","Exclusively Breastfed","Ratio","39.1"
"2005","S01002237","First Visit","Breastfed","Ratio","14.3"
"2007","S01002237","First Visit","Exclusively Breastfed","Ratio","64.3"
"2009","S01002237","First Visit","Breastfed","Ratio",56
"2003","S01002237","First Visit","Breastfed","Ratio","33.3"
"2008","S01002237","First Visit","Exclusively Breastfed","Ratio",75
"2003","S01002237","First Visit","Exclusively Breastfed","Ratio","33.3"
"2009","S01002237","First Visit","Exclusively Breastfed","Ratio",40
"2002","S01002237","First Visit","Breastfed","Ratio",50
"2001","S01002237","First Visit","Breastfed","Ratio",75
"2013","S01002237","First Visit","Exclusively Breastfed","Ratio","30.4"
"2010","S01002237","First Visit","Breastfed","Ratio","73.3"
"2010","S01002237","First Visit","Exclusively Breastfed","Ratio","46.7"
"2004","S01002238","6 To 8 Week Review","Breastfed","Count",4
"2004","S01002238","6 To 8 Week Review","Breastfed","Ratio","44.4"
"2005","S01002238","6 To 8 Week Review","Breastfed","Ratio","12.5"
"2012","S01002238","First Visit","Breastfed","Count",3
"2007","S01002238","First Visit","Breastfed","Count",1
"2006","S01002238","6 To 8 Week Review","Breastfed","Ratio","42.9"
"2008","S01002238","6 To 8 Week Review","Breastfed","Count",1
"2007","S01002238","6 To 8 Week Review","Breastfed","Ratio","33.3"
"2008","S01002238","6 To 8 Week Review","Breastfed","Ratio","8.3"
"2003","S01002238","6 To 8 Week Review","Breastfed","Count",0
"2007","S01002238","6 To 8 Week Review","Breastfed","Count",2
"2009","S01002238","6 To 8 Week Review","Breastfed","Ratio","12.5"
"2010","S01002238","6 To 8 Week Review","Breastfed","Ratio","44.4"
"2008","S01002238","First Visit","Breastfed","Count",3
"2006","S01002238","First Visit","Breastfed","Count",4
"2011","S01002238","6 To 8 Week Review","Breastfed","Ratio","42.9"
"2004","S01002238","First Visit","Breastfed","Count",4
"2012","S01002238","6 To 8 Week Review","Breastfed","Ratio",20
"2013","S01002238","6 To 8 Week Review","Breastfed","Ratio",30
"2006","S01002238","6 To 8 Week Review","Breastfed","Count",3
"2003","S01002238","6 To 8 Week Review","Breastfed","Ratio",0
"2011","S01002238","6 To 8 Week Review","Breastfed","Count",3
"2009","S01002238","6 To 8 Week Review","Breastfed","Count",1
"2002","S01002238","6 To 8 Week Review","Breastfed","Ratio",40
"2001","S01002238","6 To 8 Week Review","Breastfed","Ratio","41.7"
"2012","S01002238","6 To 8 Week Review","Breastfed","Count",2
"2001","S01002238","First Visit","Breastfed","Ratio","41.7"
"2003","S01002238","First Visit","Breastfed","Count",0
"2004","S01002238","First Visit","Breastfed","Ratio",50
"2011","S01002238","First Visit","Breastfed","Count",3
"2002","S01002238","6 To 8 Week Review","Breastfed","Count",2
"2005","S01002238","First Visit","Breastfed","Ratio","28.6"
"2002","S01002238","First Visit","Breastfed","Ratio",40
"2001","S01002238","First Visit","Breastfed","Count",5
"2006","S01002238","First Visit","Breastfed","Ratio",50
"2009","S01002238","First Visit","Breastfed","Count",3
"2011","S01002238","First Visit","Breastfed","Ratio","42.9"
"2001","S01002238","6 To 8 Week Review","Breastfed","Count",5
"2013","S01002238","6 To 8 Week Review","Breastfed","Count",3
"2012","S01002238","First Visit","Breastfed","Ratio","27.3"
"2007","S01002238","First Visit","Breastfed","Ratio",20
"2005","S01002238","First Visit","Breastfed","Count",2
"2008","S01002238","First Visit","Breastfed","Ratio",25
"2013","S01002238","First Visit","Breastfed","Count",4
"2010","S01002238","First Visit","Breastfed","Count",3
"2003","S01002238","First Visit","Breastfed","Ratio",0
"2005","S01002238","6 To 8 Week Review","Breastfed","Count",1
"2009","S01002238","First Visit","Breastfed","Ratio","33.3"
"2010","S01002238","6 To 8 Week Review","Breastfed","Count",4
"2013","S01002238","First Visit","Breastfed","Ratio","44.4"
"2010","S01002238","First Visit","Breastfed","Ratio","37.5"
"2002","S01002238","First Visit","Breastfed","Count",2
"2001","S01002238","First Visit","Exclusively Breastfed","Count",5
"2004","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2004","S01002238","First Visit","Exclusively Breastfed","Count",4
"2007","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2011","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2005","S01002238","First Visit","Exclusively Breastfed","Count",1
"2002","S01002238","First Visit","Exclusively Breastfed","Count",2
"2008","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2006","S01002238","First Visit","Exclusively Breastfed","Count",4
"2012","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2011","S01002238","First Visit","Exclusively Breastfed","Count",3
"2013","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2005","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2012","S01002238","First Visit","Exclusively Breastfed","Count",1
"2007","S01002238","First Visit","Exclusively Breastfed","Count",1
"2003","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2008","S01002238","First Visit","Exclusively Breastfed","Count",3
"2006","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2009","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2003","S01002238","First Visit","Exclusively Breastfed","Count",0
"2002","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2009","S01002238","First Visit","Exclusively Breastfed","Count",2
"2001","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2013","S01002238","First Visit","Exclusively Breastfed","Count",3
"2010","S01002238","First Visit","Exclusively Breastfed","Count",2
"2010","S01002238","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2005","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","12.5"
"2006","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","42.9"
"2007","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","16.7"
"2008","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","8.3"
"2009","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","12.5"
"2010","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","11.1"
"2011","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","14.3"
"2012","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2013","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio",20
"2003","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2002","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio",40
"2001","S01002238","6 To 8 Week Review","Exclusively Breastfed","Ratio","41.7"
"2001","S01002238","First Visit","Exclusively Breastfed","Ratio","41.7"
"2004","S01002238","First Visit","Exclusively Breastfed","Ratio",50
"2005","S01002238","First Visit","Exclusively Breastfed","Ratio","14.3"
"2002","S01002238","First Visit","Exclusively Breastfed","Ratio",40
"2006","S01002238","First Visit","Exclusively Breastfed","Ratio",50
"2011","S01002238","First Visit","Exclusively Breastfed","Ratio","42.9"
"2012","S01002238","First Visit","Exclusively Breastfed","Ratio","9.1"
"2007","S01002238","First Visit","Exclusively Breastfed","Ratio",20
"2008","S01002238","First Visit","Exclusively Breastfed","Ratio",25
"2003","S01002238","First Visit","Exclusively Breastfed","Ratio",0
"2009","S01002238","First Visit","Exclusively Breastfed","Ratio","22.2"
"2013","S01002238","First Visit","Exclusively Breastfed","Ratio","33.3"
"2010","S01002238","First Visit","Exclusively Breastfed","Ratio",25
"2004","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio","16.7"
"2004","S01002239","6 To 8 Week Review","Breastfed","Ratio","33.3"
"2004","S01002239","6 To 8 Week Review","Breastfed","Count",6
"2004","S01002239","First Visit","Breastfed","Count",7
"2004","S01002239","First Visit","Exclusively Breastfed","Count",5
"2004","S01002239","First Visit","Breastfed","Ratio","38.9"
"2004","S01002239","First Visit","Exclusively Breastfed","Ratio","27.8"
"2004","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2005","S01002239","First Visit","Breastfed","Count",4
"2005","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2005","S01002239","First Visit","Breastfed","Ratio","36.4"
"2005","S01002239","6 To 8 Week Review","Breastfed","Ratio",50
"2005","S01002239","First Visit","Exclusively Breastfed","Ratio","27.3"
"2005","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2005","S01002239","6 To 8 Week Review","Breastfed","Count",5
"2005","S01002239","First Visit","Exclusively Breastfed","Count",3
"2006","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2006","S01002239","6 To 8 Week Review","Breastfed","Ratio","28.6"
"2006","S01002239","First Visit","Breastfed","Ratio","46.7"
"2006","S01002239","First Visit","Exclusively Breastfed","Ratio","6.7"
"2006","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio","14.3"
"2006","S01002239","First Visit","Exclusively Breastfed","Count",1
"2006","S01002239","First Visit","Breastfed","Count",7
"2006","S01002239","6 To 8 Week Review","Breastfed","Count",4
"2007","S01002239","6 To 8 Week Review","Breastfed","Ratio",40
"2007","S01002239","6 To 8 Week Review","Breastfed","Count",4
"2007","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio",20
"2007","S01002239","First Visit","Breastfed","Ratio",60
"2007","S01002239","First Visit","Exclusively Breastfed","Count",5
"2007","S01002239","First Visit","Exclusively Breastfed","Ratio",50
"2007","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2007","S01002239","First Visit","Breastfed","Count",6
"2008","S01002239","6 To 8 Week Review","Breastfed","Count",3
"2008","S01002239","6 To 8 Week Review","Breastfed","Ratio",25
"2008","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2008","S01002239","First Visit","Exclusively Breastfed","Ratio",25
"2008","S01002239","First Visit","Breastfed","Count",3
"2008","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2008","S01002239","First Visit","Exclusively Breastfed","Count",3
"2008","S01002239","First Visit","Breastfed","Ratio",25
"2009","S01002239","First Visit","Breastfed","Count",9
"2009","S01002239","6 To 8 Week Review","Breastfed","Count",7
"2009","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio","31.6"
"2009","S01002239","First Visit","Breastfed","Ratio",45
"2009","S01002239","First Visit","Exclusively Breastfed","Ratio",30
"2009","S01002239","6 To 8 Week Review","Breastfed","Ratio","36.8"
"2009","S01002239","First Visit","Exclusively Breastfed","Count",6
"2009","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2010","S01002239","6 To 8 Week Review","Breastfed","Count",7
"2010","S01002239","First Visit","Breastfed","Ratio","43.8"
"2010","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio","26.7"
"2010","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2010","S01002239","First Visit","Breastfed","Count",7
"2010","S01002239","First Visit","Exclusively Breastfed","Count",6
"2010","S01002239","First Visit","Exclusively Breastfed","Ratio","37.5"
"2010","S01002239","6 To 8 Week Review","Breastfed","Ratio","46.7"
"2011","S01002239","First Visit","Exclusively Breastfed","Count",2
"2011","S01002239","First Visit","Breastfed","Ratio","47.1"
"2011","S01002239","First Visit","Breastfed","Count",8
"2011","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2011","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2011","S01002239","6 To 8 Week Review","Breastfed","Count",4
"2011","S01002239","6 To 8 Week Review","Breastfed","Ratio","22.2"
"2011","S01002239","First Visit","Exclusively Breastfed","Ratio","11.8"
"2012","S01002239","First Visit","Breastfed","Ratio","38.5"
"2012","S01002239","First Visit","Breastfed","Count",5
"2012","S01002239","6 To 8 Week Review","Breastfed","Count",4
"2012","S01002239","First Visit","Exclusively Breastfed","Count",4
"2012","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio","21.4"
"2012","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2012","S01002239","First Visit","Exclusively Breastfed","Ratio","30.8"
"2012","S01002239","6 To 8 Week Review","Breastfed","Ratio","28.6"
"2013","S01002239","6 To 8 Week Review","Breastfed","Count",3
"2013","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2013","S01002239","First Visit","Breastfed","Count",3
"2013","S01002239","First Visit","Exclusively Breastfed","Count",1
"2013","S01002239","6 To 8 Week Review","Breastfed","Ratio","21.4"
"2013","S01002239","First Visit","Breastfed","Ratio",25
"2013","S01002239","First Visit","Exclusively Breastfed","Ratio","8.3"
"2013","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio","7.1"
"2003","S01002239","6 To 8 Week Review","Breastfed","Ratio","23.5"
"2003","S01002239","First Visit","Breastfed","Count",4
"2003","S01002239","First Visit","Breastfed","Ratio","21.1"
"2003","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2003","S01002239","6 To 8 Week Review","Breastfed","Count",4
"2003","S01002239","First Visit","Exclusively Breastfed","Count",3
"2003","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio","23.5"
"2003","S01002239","First Visit","Exclusively Breastfed","Ratio","15.8"
"2002","S01002239","First Visit","Exclusively Breastfed","Ratio","31.3"
"2002","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2002","S01002239","First Visit","Breastfed","Ratio","43.8"
"2002","S01002239","6 To 8 Week Review","Breastfed","Ratio","43.8"
"2002","S01002239","First Visit","Breastfed","Count",7
"2002","S01002239","6 To 8 Week Review","Breastfed","Count",7
"2002","S01002239","First Visit","Exclusively Breastfed","Count",5
"2002","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2001","S01002239","First Visit","Exclusively Breastfed","Count",5
"2001","S01002239","First Visit","Breastfed","Count",6
"2001","S01002239","6 To 8 Week Review","Exclusively Breastfed","Ratio","27.3"
"2001","S01002239","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2001","S01002239","6 To 8 Week Review","Breastfed","Ratio","45.5"
"2001","S01002239","First Visit","Exclusively Breastfed","Ratio","45.5"
"2001","S01002239","6 To 8 Week Review","Breastfed","Count",5
"2001","S01002239","First Visit","Breastfed","Ratio","54.5"
"2001","S01002240","First Visit","Exclusively Breastfed","Count",5
"2003","S01002240","6 To 8 Week Review","Breastfed","Count",5
"2004","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2004","S01002240","First Visit","Exclusively Breastfed","Count",7
"2007","S01002240","First Visit","Breastfed","Count",5
"2005","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2004","S01002240","6 To 8 Week Review","Breastfed","Count",4
"2005","S01002240","First Visit","Exclusively Breastfed","Count",8
"2011","S01002240","First Visit","Breastfed","Count",4
"2010","S01002240","6 To 8 Week Review","Breastfed","Count",4
"2006","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2002","S01002240","First Visit","Exclusively Breastfed","Count",4
"2008","S01002240","First Visit","Breastfed","Count",5
"2012","S01002240","6 To 8 Week Review","Breastfed","Count",5
"2006","S01002240","First Visit","Breastfed","Count",7
"2012","S01002240","First Visit","Breastfed","Count",7
"2007","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2008","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2004","S01002240","First Visit","Breastfed","Count",8
"2006","S01002240","First Visit","Exclusively Breastfed","Count",5
"2008","S01002240","6 To 8 Week Review","Breastfed","Count",3
"2013","S01002240","6 To 8 Week Review","Breastfed","Count",8
"2009","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2013","S01002240","First Visit","Breastfed","Count",8
"2011","S01002240","First Visit","Exclusively Breastfed","Count",3
"2010","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2002","S01002240","6 To 8 Week Review","Breastfed","Count",3
"2006","S01002240","6 To 8 Week Review","Breastfed","Count",5
"2012","S01002240","First Visit","Exclusively Breastfed","Count",4
"2007","S01002240","First Visit","Exclusively Breastfed","Count",5
"2011","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2009","S01002240","6 To 8 Week Review","Breastfed","Count",5
"2008","S01002240","First Visit","Exclusively Breastfed","Count",5
"2012","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2009","S01002240","First Visit","Breastfed","Count",6
"2003","S01002240","First Visit","Breastfed","Count",5
"2005","S01002240","First Visit","Breastfed","Count",9
"2013","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2005","S01002240","6 To 8 Week Review","Breastfed","Count",7
"2003","S01002240","First Visit","Exclusively Breastfed","Count",5
"2002","S01002240","First Visit","Breastfed","Count",4
"2003","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2001","S01002240","6 To 8 Week Review","Breastfed","Count",5
"2009","S01002240","First Visit","Exclusively Breastfed","Count",4
"2001","S01002240","First Visit","Breastfed","Count",5
"2010","S01002240","First Visit","Breastfed","Count",8
"2007","S01002240","6 To 8 Week Review","Breastfed","Count",5
"2002","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2013","S01002240","First Visit","Exclusively Breastfed","Count",6
"2001","S01002240","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2010","S01002240","First Visit","Exclusively Breastfed","Count",4
"2011","S01002240","6 To 8 Week Review","Breastfed","Count",4
"2010","S01002240","6 To 8 Week Review","Breastfed","Ratio","36.4"
"2011","S01002240","6 To 8 Week Review","Breastfed","Ratio",80
"2005","S01002240","6 To 8 Week Review","Breastfed","Ratio","58.3"
"2012","S01002240","6 To 8 Week Review","Breastfed","Ratio","55.6"
"2008","S01002240","6 To 8 Week Review","Breastfed","Ratio","37.5"
"2013","S01002240","6 To 8 Week Review","Breastfed","Ratio","72.7"
"2004","S01002240","6 To 8 Week Review","Breastfed","Ratio","36.4"
"2003","S01002240","6 To 8 Week Review","Breastfed","Ratio","71.4"
"2006","S01002240","6 To 8 Week Review","Breastfed","Ratio","55.6"
"2002","S01002240","6 To 8 Week Review","Breastfed","Ratio","42.9"
"2009","S01002240","6 To 8 Week Review","Breastfed","Ratio",50
"2001","S01002240","6 To 8 Week Review","Breastfed","Ratio",50
"2007","S01002240","6 To 8 Week Review","Breastfed","Ratio","55.6"
"2004","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio","36.4"
"2005","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2006","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio","44.4"
"2007","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio","55.6"
"2008","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2009","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio",40
"2010","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio","18.2"
"2011","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio",40
"2012","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio","55.6"
"2013","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio","45.5"
"2003","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio","71.4"
"2002","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio","42.9"
"2001","S01002240","6 To 8 Week Review","Exclusively Breastfed","Ratio",40
"2004","S01002240","First Visit","Breastfed","Ratio","72.7"
"2001","S01002240","First Visit","Exclusively Breastfed","Ratio",50
"2004","S01002240","First Visit","Exclusively Breastfed","Ratio","63.6"
"2005","S01002240","First Visit","Exclusively Breastfed","Ratio","61.5"
"2007","S01002240","First Visit","Breastfed","Ratio","71.4"
"2011","S01002240","First Visit","Breastfed","Ratio",80
"2012","S01002240","First Visit","Breastfed","Ratio","77.8"
"2008","S01002240","First Visit","Breastfed","Ratio","55.6"
"2002","S01002240","First Visit","Exclusively Breastfed","Ratio","57.1"
"2006","S01002240","First Visit","Exclusively Breastfed","Ratio",50
"2013","S01002240","First Visit","Breastfed","Ratio","66.7"
"2006","S01002240","First Visit","Breastfed","Ratio",70
"2011","S01002240","First Visit","Exclusively Breastfed","Ratio",60
"2012","S01002240","First Visit","Exclusively Breastfed","Ratio","44.4"
"2005","S01002240","First Visit","Breastfed","Ratio","69.2"
"2007","S01002240","First Visit","Exclusively Breastfed","Ratio","71.4"
"2009","S01002240","First Visit","Breastfed","Ratio",60
"2003","S01002240","First Visit","Breastfed","Ratio","62.5"
"2008","S01002240","First Visit","Exclusively Breastfed","Ratio","55.6"
"2003","S01002240","First Visit","Exclusively Breastfed","Ratio","62.5"
"2009","S01002240","First Visit","Exclusively Breastfed","Ratio",40
"2002","S01002240","First Visit","Breastfed","Ratio","57.1"
"2001","S01002240","First Visit","Breastfed","Ratio",50
"2013","S01002240","First Visit","Exclusively Breastfed","Ratio",50
"2010","S01002240","First Visit","Breastfed","Ratio","66.7"
"2010","S01002240","First Visit","Exclusively Breastfed","Ratio","33.3"
"2004","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","12.5"
"2004","S01002241","6 To 8 Week Review","Breastfed","Ratio",50
"2004","S01002241","6 To 8 Week Review","Breastfed","Count",4
"2004","S01002241","First Visit","Breastfed","Count",3
"2004","S01002241","First Visit","Exclusively Breastfed","Count",1
"2004","S01002241","First Visit","Breastfed","Ratio","37.5"
"2004","S01002241","First Visit","Exclusively Breastfed","Ratio","12.5"
"2004","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2005","S01002241","First Visit","Breastfed","Count",4
"2005","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2005","S01002241","First Visit","Breastfed","Ratio","30.8"
"2005","S01002241","6 To 8 Week Review","Breastfed","Ratio","15.4"
"2005","S01002241","First Visit","Exclusively Breastfed","Ratio","30.8"
"2005","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","7.7"
"2005","S01002241","6 To 8 Week Review","Breastfed","Count",2
"2005","S01002241","First Visit","Exclusively Breastfed","Count",4
"2006","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2006","S01002241","6 To 8 Week Review","Breastfed","Ratio","35.7"
"2006","S01002241","First Visit","Breastfed","Ratio","57.1"
"2006","S01002241","First Visit","Exclusively Breastfed","Ratio",50
"2006","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","28.6"
"2006","S01002241","First Visit","Exclusively Breastfed","Count",7
"2006","S01002241","First Visit","Breastfed","Count",8
"2006","S01002241","6 To 8 Week Review","Breastfed","Count",5
"2007","S01002241","6 To 8 Week Review","Breastfed","Ratio",25
"2007","S01002241","6 To 8 Week Review","Breastfed","Count",2
"2007","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2007","S01002241","First Visit","Breastfed","Ratio",25
"2007","S01002241","First Visit","Exclusively Breastfed","Count",1
"2007","S01002241","First Visit","Exclusively Breastfed","Ratio","12.5"
"2007","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2007","S01002241","First Visit","Breastfed","Count",2
"2008","S01002241","6 To 8 Week Review","Breastfed","Count",9
"2008","S01002241","6 To 8 Week Review","Breastfed","Ratio","52.9"
"2008","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2008","S01002241","First Visit","Exclusively Breastfed","Ratio","29.4"
"2008","S01002241","First Visit","Breastfed","Count",11
"2008","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","29.4"
"2008","S01002241","First Visit","Exclusively Breastfed","Count",5
"2008","S01002241","First Visit","Breastfed","Ratio","64.7"
"2009","S01002241","First Visit","Breastfed","Count",10
"2009","S01002241","6 To 8 Week Review","Breastfed","Count",6
"2009","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2009","S01002241","First Visit","Breastfed","Ratio","66.7"
"2009","S01002241","First Visit","Exclusively Breastfed","Ratio","46.7"
"2009","S01002241","6 To 8 Week Review","Breastfed","Ratio",40
"2009","S01002241","First Visit","Exclusively Breastfed","Count",7
"2009","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2010","S01002241","6 To 8 Week Review","Breastfed","Count",1
"2010","S01002241","First Visit","Breastfed","Ratio","37.5"
"2010","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2010","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2010","S01002241","First Visit","Breastfed","Count",3
"2010","S01002241","First Visit","Exclusively Breastfed","Count",0
"2010","S01002241","First Visit","Exclusively Breastfed","Ratio",0
"2010","S01002241","6 To 8 Week Review","Breastfed","Ratio","16.7"
"2011","S01002241","First Visit","Exclusively Breastfed","Count",9
"2011","S01002241","First Visit","Breastfed","Ratio","58.8"
"2011","S01002241","First Visit","Breastfed","Count",10
"2011","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2011","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2011","S01002241","6 To 8 Week Review","Breastfed","Count",10
"2011","S01002241","6 To 8 Week Review","Breastfed","Ratio","55.6"
"2011","S01002241","First Visit","Exclusively Breastfed","Ratio","52.9"
"2012","S01002241","First Visit","Breastfed","Ratio","36.8"
"2012","S01002241","First Visit","Breastfed","Count",7
"2012","S01002241","6 To 8 Week Review","Breastfed","Count",7
"2012","S01002241","First Visit","Exclusively Breastfed","Count",4
"2012","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2012","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2012","S01002241","First Visit","Exclusively Breastfed","Ratio","21.1"
"2012","S01002241","6 To 8 Week Review","Breastfed","Ratio","38.9"
